,title,studio,domestic_gross,year,production_budget,tconst,runtime_minutes,genres,averagerating,numvotes,profit,roi
2103,Just a Breath Away,EOne,78000.0,2018,,tt5092380,89.0,Sci-Fi,5.9,3501,,
2104,Keys to the Heart,CJ,75100.0,2018,,tt6985200,120.0,"Comedy,Drama,Family",7.4,497,,
2105,Helicopter Eela,Eros,72000.0,2018,,tt8427036,135.0,Drama,5.4,673,,
2106,Girls vs Gangsters,WGUSA,37100.0,2018,,tt7870578,120.0,"Comedy,Drama",3.3,148,,
2107,A Paris Education,KL,21600.0,2018,,tt6593240,137.0,Drama,6.3,371,,
2108,The Quake,Magn.,6200.0,2018,,tt6523720,106.0,"Action,Drama,Thriller",6.2,5270,,
2109,An Actor Prepares,Grav.,1700.0,2018,,tt5718046,97.0,Comedy,5.0,388,,
2110,Dark Phoenix,,42762350.0,2019,350000000.0,tt6565702,113.0,"Action,Adventure,Sci-Fi",6.0,24451,-307237650.0,-87.7821857142857
2111,The Avengers,,623279547.0,2012,225000000.0,tt0848228,143.0,"Action,Adventure,Sci-Fi",8.1,1183655,398279547.0,177.01313199999998
2112,Alice in Wonderland,,334191110.0,2010,200000000.0,tt1014759,108.0,"Adventure,Family,Fantasy",6.5,358813,134191110.0,67.09555499999999
2113,Alice in Wonderland,,334191110.0,2010,200000000.0,tt2049386,99.0,"Fantasy,Musical",6.5,6,134191110.0,67.09555499999999
2114,Oz the Great and Powerful,,234770996.0,2013,200000000.0,tt1623205,130.0,"Adventure,Family,Fantasy",6.3,192045,34770996.0,17.385498
2115,The Mummy,,80101125.0,2017,195000000.0,tt2345759,110.0,"Action,Adventure,Fantasy",5.5,154345,-114898875.0,-58.9225
2116,Captain Marvel,,426525952.0,2019,175000000.0,tt4154664,123.0,"Action,Adventure,Sci-Fi",7.0,296225,251525952.0,143.72911542857142
2117,Logan,,226277068.0,2017,127000000.0,tt3315342,137.0,"Action,Drama,Sci-Fi",8.1,560270,99277068.0,78.17091968503938
2118,Teenage Mutant Ninja Turtles,,191204754.0,2014,125000000.0,tt1291150,101.0,"Action,Adventure,Comedy",5.8,192220,66204754.0,52.9638032
2119,Clash of the Titans,,163214888.0,2010,125000000.0,tt0800320,106.0,"Action,Adventure,Fantasy",5.8,256176,38214888.0,30.5719104
2120,Total Recall,,58877969.0,2012,125000000.0,tt1386703,118.0,"Action,Adventure,Mystery",6.3,228460,-66122031.0,-52.897624799999996
2121,Venom,,213511408.0,2018,116000000.0,tt1270797,112.0,"Action,Sci-Fi,Thriller",6.7,275406,97511408.0,84.06155862068965
2122,300: Rise of an Empire,,106580051.0,2014,110000000.0,tt1253863,102.0,"Action,Fantasy,War",6.2,262978,-3419949.0,-3.1090445454545454
2123,Shazam!,,139606856.0,2019,85000000.0,tt0448115,132.0,"Action,Adventure,Comedy",7.4,109051,54606856.0,64.24336000000001
2124,The Secret Life of Pets 2,,63795655.0,2019,80000000.0,tt5113040,86.0,"Adventure,Animation,Comedy",6.6,3467,-16204345.0,-20.25543125
2125,Christopher Robin,,99215042.0,2018,75000000.0,tt4575576,104.0,"Adventure,Animation,Comedy",7.3,52737,24215042.0,32.28672266666667
2126,The Lego Movie,,257784718.0,2014,60000000.0,tt1490017,100.0,"Action,Adventure,Animation",7.8,304179,197784718.0,329.64119666666664
2127,Cold Pursuit,,32138862.0,2019,60000000.0,tt5719748,119.0,"Action,Crime,Drama",6.2,27648,-27861138.0,-46.43523
2128,Into the Storm,,47602194.0,2014,50000000.0,tt2106361,89.0,"Action,Adventure,Drama",5.8,60894,-2397806.0,-4.795612
2129,The Girl on the Train,,75395035.0,2016,45000000.0,tt3631112,112.0,"Crime,Drama,Mystery",6.5,150977,30395035.0,67.54452222222223
2130,Savages,,47323100.0,2012,45000000.0,tt1615065,131.0,"Crime,Drama,Thriller",6.5,115793,2323100.0,5.162444444444445
2131,UglyDolls,,19894664.0,2019,45000000.0,tt1946502,87.0,"Adventure,Animation,Comedy",4.5,1176,-25105336.0,-55.78963555555555
2132,The Interview,,6105175.0,2014,44000000.0,tt2788710,112.0,Comedy,6.5,286341,-37894825.0,-86.12460227272727
2133,Arthur,,33035397.0,2011,40000000.0,tt1334512,110.0,"Comedy,Romance",5.7,49013,-6964603.0,-17.4115075
2134,Long Shot,,30202860.0,2019,40000000.0,tt2139881,125.0,"Comedy,Romance",7.2,12814,-9797140.0,-24.49285
2135,Step Up 3D,,42400223.0,2010,30000000.0,tt1193631,107.0,"Drama,Music,Romance",6.2,53081,12400223.0,41.33407666666667
2136,Death Wish,,34017028.0,2018,30000000.0,tt1137450,107.0,"Action,Crime,Drama",6.4,50279,4017028.0,13.390093333333333
2137,Side Effects,,32172757.0,2013,30000000.0,tt2053463,106.0,"Crime,Drama,Mystery",7.1,168466,2172757.0,7.242523333333334
2138,Deliver Us from Evil,,30577122.0,2014,30000000.0,tt2377322,118.0,"Horror,Mystery,Thriller",6.2,63793,577122.0,1.9237400000000002
2139,Get on Up,,30569935.0,2014,30000000.0,tt2473602,139.0,"Biography,Drama,Music",6.9,19024,569935.0,1.8997833333333332
2140,Ironclad,,0.0,2011,25000000.0,tt1233301,121.0,"Action,Adventure,Drama",6.2,38477,-25000000.0,-100.0
2141,Dangerous Liaisons,,17000.0,2012,24200000.0,tt2071441,110.0,"Drama,Mystery,Romance",5.9,1694,-24183000.0,-99.92975206611571
2142,Going in Style,,45018541.0,2017,24000000.0,tt2568862,96.0,"Comedy,Crime",6.6,66418,21018541.0,87.57725416666666
2143,Pet Sematary,,54724696.0,2019,21000000.0,tt0837563,101.0,"Horror,Mystery,Thriller",6.0,34472,33724696.0,160.59379047619046
2144,Kidnap,,30718107.0,2017,21000000.0,tt1458169,95.0,"Crime,Drama,Thriller",5.9,28898,9718107.0,46.2767
2145,Tinker Tailor Soldier Spy,,24149393.0,2011,21000000.0,tt1340800,122.0,"Drama,Mystery,Thriller",7.1,174890,3149393.0,14.997109523809524
2146,Velvet Buzzsaw,,0.0,2019,21000000.0,tt7043012,113.0,"Horror,Mystery,Thriller",5.7,40213,-21000000.0,-100.0
2147,Why Did I Get Married Too?,,60095852.0,2010,20000000.0,tt1391137,121.0,"Comedy,Drama,Romance",4.6,8653,40095852.0,200.47926
2148,What Men Want,,54611903.0,2019,20000000.0,tt7634968,117.0,"Comedy,Fantasy,Romance",4.9,10141,34611903.0,173.059515
2149,Popstar: Never Stop Never Stopping,,9496130.0,2016,20000000.0,tt3960412,87.0,"Comedy,Music",6.7,47278,-10503870.0,-52.519349999999996
2150,Middle Men,,754301.0,2010,20000000.0,tt1664697,82.0,"Action,Comedy,Crime",5.8,45,-19245699.0,-96.22849500000001
2151,Action Point,,5059608.0,2018,19000000.0,tt6495770,85.0,Comedy,5.0,6657,-13940392.0,-73.37048421052631
2152,Phantom,,1034589.0,2013,18000000.0,tt1922685,98.0,"Drama,History,Thriller",5.9,12786,-16965411.0,-94.25228333333334
2153,Phantom,,1034589.0,2013,18000000.0,tt3088580,76.0,Drama,7.7,1165,-16965411.0,-94.25228333333334
2154,Evil Dead,,54239856.0,2013,17000000.0,tt1288558,91.0,"Fantasy,Horror,Thriller",6.5,146399,37239856.0,219.05797647058822
2155,Left Behind,,14019924.0,2014,16000000.0,tt2467046,110.0,"Action,Drama,Fantasy",3.1,33515,-1980076.0,-12.375475
2156,Vamps,,3361.0,2012,16000000.0,tt1545106,92.0,"Comedy,Horror,Romance",5.2,8838,-15996639.0,-99.97899375
2157,Wild,,37880356.0,2014,15000000.0,tt2305051,115.0,"Adventure,Biography,Drama",7.1,110138,22880356.0,152.53570666666667
2158,Miss Bala,,14998027.0,2019,15000000.0,tt5941692,104.0,"Action,Crime,Drama",5.5,3738,-1973.0,-0.013153333333333333
2159,Broken Horses,,0.0,2015,15000000.0,tt2503954,101.0,"Action,Crime,Drama",5.7,1957,-15000000.0,-100.0
2160,The Fault in Our Stars,,124872350.0,2014,12000000.0,tt2582846,126.0,"Drama,Romance",7.7,315135,112872350.0,940.6029166666666
2161,Chronicle,,64575175.0,2012,12000000.0,tt1706593,84.0,"Drama,Sci-Fi,Thriller",7.1,229258,52575175.0,438.12645833333335
2162,Overboard,,50316123.0,2018,12000000.0,tt1563742,112.0,"Comedy,Romance",5.9,25607,38316123.0,319.301025
