,title,studio,domestic_gross,year,production_budget,tconst,runtime_minutes,genres,averagerating,numvotes,profit,roi
1105,Tusk,A24,1800000.0,2014,,tt3099498,102.0,"Comedy,Drama,Horror",5.3,40827,,
1106,Awake: The Life of Yogananda,CF&SR,1500000.0,2014,,tt3741860,87.0,Documentary,7.3,957,,
1107,Fed Up,RTWC,1500000.0,2014,,tt2381335,92.0,Documentary,7.7,10660,,
1108,Force Majeure,Magn.,1400000.0,2014,,tt2121382,120.0,"Comedy,Drama",7.3,41818,,
1109,Postman Pat: The Movie,Shout!,1500.0,2014,,tt2062622,88.0,"Animation,Comedy,Family",4.6,1461,,
1110,Jai Ho,Eros,1300000.0,2014,,tt1188982,135.0,"Action,Drama",5.3,15531,,
1111,Jai Ho,Eros,1300000.0,2014,,tt4354792,60.0,"Biography,Documentary,Music",7.6,34,,
1112,Singham Returns,Eros,1200000.0,2014,,tt2309764,142.0,"Action,Drama",5.7,6554,,
1113,The Remaining,Triu,1200000.0,2014,,tt2714380,88.0,"Drama,Horror,Mystery",4.3,6274,,
1114,The Way He Looks,Strand,101000.0,2014,,tt1702014,96.0,"Drama,Romance",7.9,20160,,
1115,The Captive,A24,1100000.0,2014,,tt2326612,112.0,"Crime,Drama,Mystery",5.9,27017,,
1116,Laggies,A24,1100000.0,2014,,tt2034031,99.0,"Comedy,Drama,Romance",6.4,38885,,
1117,Haider,UTV,1000000.0,2014,,tt3390572,160.0,"Action,Crime,Drama",8.1,45863,,
1118,Shaadi Ke Side Effects,Eros,921000.0,2014,,tt3302962,145.0,"Comedy,Romance",5.6,3566,,
1119,Song of the Sea,GK,858000.0,2014,,tt1865505,93.0,"Adventure,Animation,Drama",8.1,43966,,
1120,Kochadaiiyaan,Eros,817000.0,2014,,tt2339505,124.0,"Action,Animation",6.5,4527,,
1121,Ek Villain,Eros,731000.0,2014,,tt3175038,129.0,"Action,Crime,Drama",6.5,14556,,
1122,Khoobsurat,UTV,711000.0,2014,,tt3554418,130.0,"Comedy,Romance",6.4,6811,,
1123,Frank,Magn.,645000.0,2014,,tt1605717,95.0,"Comedy,Drama,Music",7.0,70130,,
1124,Mary Kom,Eros,621000.0,2014,,tt3001638,122.0,"Action,Biography,Drama",6.8,9155,,
1125,The One I Love,RTWC,513000.0,2014,,tt2756032,91.0,"Drama,Fantasy,Mystery",7.1,31033,,
1126,A Girl Walks Home Alone at Night,KL,492000.0,2014,,tt2326554,101.0,"Drama,Horror",7.0,26631,,
1127,Beijing Love Story,CL,428000.0,2014,,tt3505950,121.0,"Drama,Romance",5.8,321,,
1128,Goodbye to Language,KL,390000.0,2014,,tt2400275,70.0,"Drama,Fantasy",5.9,4908,,
1129,Humpty Sharma Ki Dulhania,Relbig.,380000.0,2014,,tt3678938,133.0,"Comedy,Drama,Romance",6.1,9835,,
1130,I Origins,FoxS,336000.0,2014,,tt2884206,106.0,"Drama,Romance,Sci-Fi",7.4,104718,,
1131,Happy Ending,Eros,314000.0,2014,,tt3017412,135.0,"Comedy,Romance",5.4,3070,,
1132,Main Tera Hero,Eros,275000.0,2014,,tt2762334,128.0,"Action,Comedy,Romance",5.3,6700,,
1133,The Green Prince,MBox,258000.0,2014,,tt2304915,101.0,"Biography,Documentary",7.2,2482,,
1134,The Blue Room,IFC,255000.0,2014,,tt3230082,76.0,"Crime,Romance,Thriller",6.3,2855,,
1135,Tazza: The Hidden Card,CJ,252000.0,2014,,tt3402110,147.0,"Crime,Drama",6.9,1678,,
1136,The Breakup Guru,CL,209000.0,2014,,tt3667798,114.0,Comedy,4.3,416,,
1137,Listen Up Philip,Trib.,200000.0,2014,,tt3093546,108.0,"Comedy,Drama",6.3,5740,,
1138,That Demon Within,CL,172000.0,2014,,tt3511542,111.0,"Action,Crime",6.0,1154,,
1139,God's Pocket,IFC,170000.0,2014,,tt2920808,88.0,"Crime,Drama",6.1,10092,,
1140,Zero Motivation,Zeit.,116000.0,2014,,tt3576084,97.0,"Comedy,Drama",7.3,3645,,
1141,The Golden Era,CL,103000.0,2014,,tt3696086,177.0,"Biography,Drama,Romance",6.4,900,,
1142,God Help the Girl,Ampl.,103000.0,2014,,tt2141751,112.0,"Drama,Music,Romance",6.4,8050,,
1143,Cuban Fury,EOne,92400.0,2014,,tt2390237,98.0,"Comedy,Romance,Sport",6.2,16972,,
1144,Life After Beth,A24,88300.0,2014,,tt2581244,89.0,"Comedy,Fantasy,Horror",5.6,17995,,
1145,Advanced Style,B360,87900.0,2014,,tt3268030,72.0,"Biography,Comedy,Documentary",7.3,905,,
1146,Better Living Through Chemistry,Gold.,75100.0,2014,,tt1609479,91.0,"Comedy,Drama",6.3,13388,,
1147,Heropanti,UTV,63600.0,2014,,tt3142232,146.0,"Action,Romance",5.3,7284,,
1148,No Tears for the Dead,CJ,63100.0,2014,,tt3697566,116.0,"Action,Thriller",6.8,4953,,
1149,Walk of Shame,FCW,59200.0,2014,,tt2463288,95.0,Comedy,6.0,48134,,
1150,Rudderless,Gold.,58300.0,2014,,tt1798243,105.0,"Comedy,Drama,Music",7.5,16303,,
1151,White Bird in a Blizzard,Magn.,33800.0,2014,,tt2238050,91.0,"Drama,Mystery,Thriller",6.4,25376,,
1152,The Hero of Color City,Magn.,32200.0,2014,,tt0498351,77.0,"Animation,Family",4.0,431,,
1153,Bird People,IFC,32100.0,2014,,tt2368635,127.0,"Drama,Fantasy,Romance",6.1,2742,,
1154,Lilting,Strand,27100.0,2014,,tt2560102,83.0,"Drama,Romance",7.2,5352,,
1155,Guardian Angel,RME,19500.0,2014,,tt2992538,86.0,"Action,Drama",7.7,43,,
1156,Two Night Stand,EOne,18600.0,2014,,tt2140619,86.0,"Comedy,Romance",6.4,60510,,
1157,13 Sins,RTWC,13800.0,2014,,tt2059171,93.0,"Horror,Thriller",6.3,29550,,
1158,Camp X-Ray,IFC,13300.0,2014,,tt2994190,117.0,"Drama,War",6.9,36700,,
1159,Wolves,KE,12100.0,2014,,tt1403241,91.0,"Action,Fantasy,Horror",5.3,7312,,
1160,Falcon Rising,Free,11800.0,2014,,tt2295722,103.0,"Action,Adventure",5.8,6955,,
1161,Falcon Rising,,11774.0,2014,4500000.0,tt2295722,103.0,"Action,Adventure",5.8,6955,-4488226.0,-99.73835555555556
1162,You're Not You,EOne,11500.0,2014,,tt1198156,102.0,Drama,7.4,22156,,
1163,Stray Dogs,CGld,10400.0,2014,,tt4008348,99.0,Thriller,5.6,39,,
1164,The Devil's Hand,RAtt.,5700.0,2014,,tt2290739,86.0,"Horror,Thriller",5.0,3339,,
1165,Open Windows,Cdgm.,1800.0,2014,,tt2409818,100.0,"Crime,Horror,Thriller",5.2,12764,,
1166,Jurassic World,Uni.,652300000.0,2015,,tt0369610,124.0,"Action,Adventure,Sci-Fi",7.0,539338,,
1167,Furious 7,Uni.,353000000.0,2015,,tt2820852,137.0,"Action,Crime,Thriller",7.2,335074,,
1168,Furious 7,,353007020.0,2015,190000000.0,tt2820852,137.0,"Action,Crime,Thriller",7.2,335074,163007020.0,85.79316842105264
1169,Avengers: Age of Ultron,BV,459000000.0,2015,,tt2395427,141.0,"Action,Adventure,Sci-Fi",7.3,665594,,
1170,Avengers: Age of Ultron,,459005868.0,2015,330600000.0,tt2395427,141.0,"Action,Adventure,Sci-Fi",7.3,665594,128405868.0,38.84025045372051
1171,Minions,Uni.,336000000.0,2015,,tt2293640,91.0,"Adventure,Animation,Comedy",6.4,193917,,
1172,Spectre,Sony,200100000.0,2015,,tt2379713,148.0,"Action,Adventure,Thriller",6.8,352504,,
1173,Spectre,,200074175.0,2015,300000000.0,tt2379713,148.0,"Action,Adventure,Thriller",6.8,352504,-99925825.0,-33.30860833333333
1174,Inside Out,BV,356500000.0,2015,,tt2096673,95.0,"Adventure,Animation,Comedy",8.2,536181,,
1175,Mission: Impossible - Rogue Nation,Par.,195000000.0,2015,,tt2381249,131.0,"Action,Adventure,Thriller",7.4,311704,,
1176,The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,2015,,tt1951266,137.0,"Action,Adventure,Sci-Fi",6.6,252384,,
1177,The Martian,Fox,228400000.0,2015,,tt3659388,144.0,"Adventure,Drama,Sci-Fi",8.0,680116,,
1178,The Martian,,228433663.0,2015,108000000.0,tt3659388,144.0,"Adventure,Drama,Sci-Fi",8.0,680116,120433663.0,111.51265092592593
1179,Fifty Shades of Grey,Uni.,166200000.0,2015,,tt2322441,125.0,"Drama,Romance,Thriller",4.1,279126,,
1180,The Revenant,Fox,183600000.0,2015,,tt1663202,156.0,"Action,Adventure,Biography",8.0,621193,,
1181,Ant-Man,BV,180200000.0,2015,,tt0478970,117.0,"Action,Adventure,Comedy",7.3,501213,,
1182,Hotel Transylvania 2,Sony,169700000.0,2015,,tt2510894,89.0,"Animation,Comedy,Family",6.7,92905,,
1183,San Andreas,WB (NL),155200000.0,2015,,tt2126355,114.0,"Action,Adventure,Drama",6.1,192750,,
1184,Mad Max: Fury Road,WB,153600000.0,2015,,tt1392190,120.0,"Action,Adventure,Sci-Fi",8.1,780910,,
1185,The Good Dinosaur,BV,123100000.0,2015,,tt1979388,93.0,"Adventure,Animation,Comedy",6.7,91465,,
1186,The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,2015,,tt2279373,92.0,"Adventure,Animation,Comedy",6.0,43560,,
1187,The SpongeBob Movie: Sponge Out of Water,,162994032.0,2015,74000000.0,tt2279373,92.0,"Adventure,Animation,Comedy",6.0,43560,88994032.0,120.2622054054054
1188,Maze Runner: The Scorch Trials,Fox,81700000.0,2015,,tt4046784,131.0,"Action,Sci-Fi,Thriller",6.3,201143,,
1189,Pitch Perfect 2,Uni.,184300000.0,2015,,tt2848292,115.0,"Comedy,Music",6.4,130692,,
1190,Lost in Hong Kong,WGUSA,1300000.0,2015,,tt4242158,114.0,"Action,Adventure,Comedy",5.4,1281,,
1191,The Peanuts Movie,Fox,130199999.0,2015,,tt2452042,88.0,"Adventure,Animation,Comedy",7.1,39149,,
1192,The Peanuts Movie,,130178411.0,2015,99000000.0,tt2452042,88.0,"Adventure,Animation,Comedy",7.1,39149,31178411.0,31.493344444444443
1193,Pixels,Sony,78700000.0,2015,,tt2120120,105.0,"Action,Comedy,Sci-Fi",5.6,119789,,
1194,Daddy's Home,Par.,150400000.0,2015,,tt1528854,96.0,Comedy,6.2,96909,,
1195,Spy,Fox,110800000.0,2015,,tt3079380,119.0,"Action,Comedy,Crime",7.0,213908,,
1196,Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,2015,,tt2974918,92.0,"Adventure,Animation,Comedy",5.1,14507,,
1197,Goodbye Mr. Loser,CL,1300000.0,2015,,tt5061814,104.0,Comedy,6.7,1777,,
1198,Ted 2,Uni.,81500000.0,2015,,tt2637276,115.0,Comedy,6.3,165843,,
1199,Tomorrowland,BV,93400000.0,2015,,tt1964418,130.0,"Action,Adventure,Family",6.4,161343,,
1200,Straight Outta Compton,Uni.,161200000.0,2015,,tt1398426,147.0,"Biography,Drama,History",7.9,165307,,
1201,The Intern,WB,75800000.0,2015,,tt2361509,121.0,"Comedy,Drama",7.1,191494,,
1202,Jupiter Ascending,WB,47400000.0,2015,,tt1617661,127.0,"Action,Adventure,Sci-Fi",5.3,166327,,
1203,Jupiter Ascending,,47482519.0,2015,179000000.0,tt1617661,127.0,"Action,Adventure,Sci-Fi",5.3,166327,-131517481.0,-73.47345307262569
1204,Creed,WB (NL),109800000.0,2015,,tt3076658,133.0,"Drama,Sport",7.6,224671,,
1205,Fantastic Four,Fox,56100000.0,2015,,tt1502712,100.0,"Action,Adventure,Drama",4.3,140148,,
1206,Fantastic Four,,56117548.0,2015,120000000.0,tt1502712,100.0,"Action,Adventure,Drama",4.3,140148,-63882452.0,-53.23537666666667
1207,Bridge of Spies,BV,72300000.0,2015,,tt3682448,142.0,"Drama,History,Thriller",7.6,263004,,
1208,The Hateful Eight,Wein.,54100000.0,2015,,tt3460252,168.0,"Crime,Drama,Mystery",7.8,434966,,
1209,Goosebumps,Sony,80100000.0,2015,,tt1051904,103.0,"Adventure,Comedy,Family",6.3,72858,,
1210,The Last Witch Hunter,LG/S,27400000.0,2015,,tt1618442,106.0,"Action,Adventure,Fantasy",6.0,86118,,
1211,Trainwreck,Uni.,110200000.0,2015,,tt3152624,125.0,"Comedy,Drama,Romance",6.2,121860,,
1212,Mr. Six,CL,1400000.0,2015,,tt4701702,134.0,"Action,Drama",7.1,2838,,
1213,The Big Short,Par.,70300000.0,2015,,tt1596363,130.0,"Biography,Comedy,Drama",7.8,309227,,
1214,Pan,WB,35100000.0,2015,,tt3332064,111.0,"Adventure,Comedy,Family",5.8,55867,,
1215,Pan,,35088320.0,2015,150000000.0,tt3332064,111.0,"Adventure,Comedy,Family",5.8,55867,-114911680.0,-76.60778666666667
1216,Wolf Totem,Sony,211000.0,2015,,tt2909116,121.0,"Adventure,Drama",6.7,5039,,
1217,Magic Mike XXL,WB,66000000.0,2015,,tt2268016,115.0,"Comedy,Drama,Music",5.6,48497,,
1218,Magic Mike XXL,,66013057.0,2015,14500000.0,tt2268016,115.0,"Comedy,Drama,Music",5.6,48497,51513057.0,355.2624620689655
1219,Dragon Blade,LGP,74100.0,2015,,tt3672840,127.0,"Action,Adventure,Drama",6.0,16672,,
1220,Get Hard,WB,90400000.0,2015,,tt2561572,100.0,"Comedy,Crime",6.0,111187,,
1221,Paul Blart: Mall Cop 2,Sony,71000000.0,2015,,tt3450650,94.0,"Action,Comedy,Crime",4.4,30828,,
1222,Shaun the Sheep Movie,LGF,19400000.0,2015,,tt2872750,85.0,"Adventure,Animation,Comedy",7.4,32935,,
1223,Sisters,Uni.,87000000.0,2015,,tt1850457,118.0,Comedy,6.0,58994,,
1224,Vacation,WB (NL),58900000.0,2015,,tt1524930,99.0,"Adventure,Comedy",6.1,87582,,
1225,Chappie,Sony,31600000.0,2015,,tt1823672,120.0,"Action,Crime,Drama",6.8,213733,,
1226,Chappie,,31569268.0,2015,49000000.0,tt1823672,120.0,"Action,Crime,Drama",6.8,213733,-17430732.0,-35.5729224489796
1227,Joy,Fox,56500000.0,2015,,tt2446980,124.0,Drama,6.6,118086,,
1228,Black Mass,WB,62600000.0,2015,,tt1355683,123.0,"Biography,Crime,Drama",6.9,155847,,
1229,The Visit,Uni.,65200000.0,2015,,tt3567288,94.0,"Horror,Mystery,Thriller",6.2,102459,,
1230,Spotlight,ORF,45100000.0,2015,,tt1895587,129.0,"Crime,Drama",8.1,365110,,
1231,Spotlight,ORF,45100000.0,2015,,tt7785302,99.0,Drama,8.0,12,,
1232,Spotlight,,45055776.0,2015,20000000.0,tt1895587,129.0,"Crime,Drama",8.1,365110,25055776.0,125.27888
1233,Spotlight,,45055776.0,2015,20000000.0,tt7785302,99.0,Drama,8.0,12,25055776.0,125.27888
1234,In the Heart of the Sea,WB,25000000.0,2015,,tt1390411,122.0,"Action,Adventure,Biography",6.9,108628,,
1235,Southpaw,Wein.,52400000.0,2015,,tt1798684,124.0,"Drama,Sport",7.4,199783,,
1236,The Second Best Exotic Marigold Hotel,FoxS,33100000.0,2015,,tt2555736,122.0,"Comedy,Drama",6.6,28931,,
1237,The Second Best Exotic Marigold Hotel,,33078266.0,2015,10000000.0,tt2555736,122.0,"Comedy,Drama",6.6,28931,23078266.0,230.78266
1238,Paper Towns,Fox,32000000.0,2015,,tt3622592,109.0,"Comedy,Drama,Mystery",6.3,87742,,
1239,Sicario,LGF,46900000.0,2015,,tt3397884,121.0,"Action,Crime,Drama",7.6,328548,,
1240,Hitman: Agent 47,Fox,22500000.0,2015,,tt2679042,96.0,"Action,Adventure,Crime",5.7,80510,,
1241,The Wedding Ringer,SGem,64500000.0,2015,,tt0884732,101.0,Comedy,6.7,66893,,
1242,Paranormal Activity: The Ghost Dimension,Par.,18300000.0,2015,,tt2473510,88.0,"Horror,Mystery,Thriller",4.6,22361,,
1243,Crimson Peak,Uni.,31100000.0,2015,,tt2554274,119.0,"Drama,Fantasy,Horror",6.5,119287,,
1244,The Transporter Refueled,EC,16000000.0,2015,,tt2938956,96.0,"Action,Adventure,Crime",5.2,36201,,
1245,The Transporter Refueled,,16029670.0,2015,22000000.0,tt2938956,96.0,"Action,Adventure,Crime",5.2,36201,-5970330.0,-27.137863636363633
1246,Run All Night,WB,26500000.0,2015,,tt2199571,114.0,"Action,Drama,Thriller",6.6,94131,,
1247,War Room,TriS,67800000.0,2015,,tt3832914,120.0,Drama,6.5,11716,,
1248,The Age of Adaline,LGF,42600000.0,2015,,tt1655441,112.0,"Drama,Fantasy,Romance",7.2,138924,,
1249,The Danish Girl,Focus,11100000.0,2015,,tt0810819,119.0,"Biography,Drama,Romance",7.1,146873,,
1250,The Longest Ride,Fox,37400000.0,2015,,tt2726560,123.0,"Drama,Romance",7.1,70327,,
1251,Brooklyn,FoxS,38300000.0,2015,,tt2381111,117.0,"Drama,Romance",7.5,117021,,
1252,Brooklyn,,38322743.0,2015,11000000.0,tt2381111,117.0,"Drama,Romance",7.5,117021,27322743.0,248.38857272727273
1253,Dragon Ball Z: Resurrection 'F',FUN,8000000.0,2015,,tt3819668,93.0,"Action,Adventure,Animation",7.3,18286,,
1254,Woman in Gold,Wein.,33299999.0,2015,,tt2404425,109.0,"Biography,Drama,History",7.3,48501,,
1255,Woman in Gold,,33307793.0,2015,11000000.0,tt2404425,109.0,"Biography,Drama,History",7.3,48501,22307793.0,202.79811818181818
1256,Krampus,Uni.,42700000.0,2015,,tt3850590,98.0,"Comedy,Fantasy,Horror",6.2,55400,,
1257,Krampus,,42725475.0,2015,15000000.0,tt3850590,98.0,"Comedy,Fantasy,Horror",6.2,55400,27725475.0,184.8365
1258,The Walk,TriS,10100000.0,2015,,tt2159988,89.0,"Crime,Thriller",6.8,126,,
1259,The Walk,TriS,10100000.0,2015,,tt3488710,123.0,"Adventure,Biography,Drama",7.3,109714,,
1260,The Perfect Guy,SGem,57000000.0,2015,,tt3862750,100.0,"Crime,Drama,Horror",5.6,8998,,
1261,No Escape,Wein.,27300000.0,2015,,tt1781922,103.0,"Action,Thriller",6.8,70222,,
1262,Sinister 2,Focus,27700000.0,2015,,tt2752772,97.0,"Horror,Mystery,Thriller",5.3,41782,,
1263,The Boy Next Door,Uni.,35400000.0,2015,,tt3181822,91.0,"Horror,Thriller",4.7,34816,,
1264,The Night Before,Sony,43000000.0,2015,,tt3530002,101.0,"Adventure,Comedy,Fantasy",6.4,58455,,
1265,Hot Pursuit,WB (NL),34600000.0,2015,,tt2967224,87.0,"Action,Comedy,Crime",5.1,44723,,
1266,Hot Pursuit,,34580201.0,2015,35000000.0,tt2967224,87.0,"Action,Comedy,Crime",5.1,44723,-419799.0,-1.1994257142857143
1267,The Himalayas,CJ,697000.0,2015,,tt4253360,124.0,"Adventure,Biography,Drama",6.4,779,,
1268,Entourage,WB,32400000.0,2015,,tt1674771,104.0,Comedy,6.6,71519,,
1269,Entourage,,32363404.0,2015,30000000.0,tt1674771,104.0,Comedy,6.6,71519,2363404.0,7.8780133333333335
1270,Mortdecai,LGF,7700000.0,2015,,tt3045616,107.0,"Action,Comedy,Crime",5.5,61366,,
1271,"McFarland, USA",BV,44500000.0,2015,,tt2097298,129.0,"Biography,Drama,Sport",7.4,31735,,
1272,Legend,Uni.,1900000.0,2015,,tt3569230,132.0,"Biography,Crime,Drama",7.0,138947,,
1273,The Gallows,WB (NL),22800000.0,2015,,tt2309260,81.0,"Horror,Mystery,Thriller",4.2,17763,,
1274,Love the Coopers,LGF,26300000.0,2015,,tt2279339,107.0,"Comedy,Fantasy,Romance",5.8,18018,,
1275,The Lady in the Van,SPC,10000000.0,2015,,tt3722070,104.0,"Biography,Comedy,Drama",6.7,23105,,
1276,Ricki and the Flash,TriS,26800000.0,2015,,tt3623726,101.0,"Comedy,Drama,Music",5.9,20932,,
1277,Ricki and the Flash,,26839498.0,2015,18000000.0,tt3623726,101.0,"Comedy,Drama,Music",5.9,20932,8839498.0,49.10832222222222
1278,Carol,Wein.,12700000.0,2015,,tt2402927,118.0,"Drama,Romance",7.2,100680,,
1279,The Lazarus Effect,Rela.,25800000.0,2015,,tt2918436,83.0,"Horror,Mystery,Sci-Fi",5.2,37675,,
1280,A Walk in the Woods,BG,29500000.0,2015,,tt1178665,104.0,"Adventure,Biography,Comedy",6.3,22033,,
1281,A Walk in the Woods,,29499394.0,2015,8000000.0,tt1178665,104.0,"Adventure,Biography,Comedy",6.3,22033,21499394.0,268.74242499999997
1282,Burnt,Wein.,13700000.0,2015,,tt2503944,101.0,"Comedy,Drama",6.6,95988,,
1283,Room,A24,14700000.0,2015,,tt3170832,118.0,"Drama,Thriller",8.2,316791,,
1284,Steve Jobs,Uni.,17800000.0,2015,,tt2080374,122.0,"Biography,Drama",7.2,138668,,
1285,Steve Jobs,,17766658.0,2015,30000000.0,tt2080374,122.0,"Biography,Drama",7.2,138668,-12233342.0,-40.77780666666666
1286,Victor Frankenstein,Fox,5800000.0,2015,,tt1976009,110.0,"Drama,Horror,Sci-Fi",6.0,47492,,
1287,Project Almanac,Par.,22300000.0,2015,,tt2436386,106.0,"Drama,Mystery,Sci-Fi",6.4,71500,,
1288,Far from the Madding Crowd,FoxS,12200000.0,2015,,tt2935476,119.0,"Drama,Romance",7.1,41099,,
1289,Mr. Holmes,RAtt.,17700000.0,2015,,tt3168230,104.0,"Drama,Mystery",6.9,57976,,
1290,Irrational Man,SPC,4000000.0,2015,,tt3715320,95.0,"Comedy,Drama",6.6,50303,,
1291,American Ultra,LGF,14400000.0,2015,,tt3316948,96.0,"Action,Comedy,Sci-Fi",6.1,76769,,
1292,Aloha,Sony,21100000.0,2015,,tt1243974,105.0,"Comedy,Drama,Romance",5.4,54646,,
1293,The 33,WB,12200000.0,2015,,tt2006295,127.0,"Biography,Drama,History",6.9,32263,,
1294,Capture the Flag,Par.,6700.0,2015,,tt3896100,94.0,"Adventure,Animation,Comedy",5.9,3121,,
1295,The Gunman,ORF,10700000.0,2015,,tt2515034,115.0,"Action,Crime,Drama",5.8,36053,,
1296,Go Away Mr. Tumor,CL,287000.0,2015,,tt4819514,85.0,"Comedy,Romance",6.6,878,,
1297,Blackhat,Uni.,8000000.0,2015,,tt2717822,133.0,"Action,Crime,Thriller",5.4,48427,,
1298,Dope,ORF,17500000.0,2015,,tt3850214,103.0,"Comedy,Crime,Drama",7.2,76557,,
1299,Monkey Kingdom,BV,16399999.0,2015,,tt3660770,81.0,Documentary,7.3,3400,,
1300,Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,2015,,tt1727776,93.0,"Action,Comedy,Horror",6.3,40479,,
1301,Suffragette,Focus,4700000.0,2015,,tt3077214,106.0,"Biography,Drama,History",6.9,34306,,
1302,Unfinished Business,Fox,10200000.0,2015,,tt2358925,91.0,"Comedy,Drama",5.4,29004,,
1303,Unfinished Business,,10219501.0,2015,35000000.0,tt2358925,91.0,"Comedy,Drama",5.4,29004,-24780499.0,-70.80142571428571
1304,Do You Believe?,PFR,13000000.0,2015,,tt4056738,120.0,Drama,6.1,6462,,
1305,Woodlawn,PFR,14400000.0,2015,,tt4183692,123.0,"Drama,Sport",6.5,6070,,
1306,Strange Magic,BV,12400000.0,2015,,tt4191054,99.0,"Adventure,Animation,Comedy",5.8,9292,,
1307,Hot Tub Time Machine 2,Par.,12300000.0,2015,,tt2637294,93.0,"Comedy,Mystery,Sci-Fi",5.1,34444,,
1308,Child 44,LG/S,1200000.0,2015,,tt1014763,137.0,"Crime,Drama,History",6.5,59477,,
1309,We Are Your Friends,WB,3600000.0,2015,,tt3787590,96.0,"Drama,Music,Romance",6.2,32327,,
1310,Danny Collins,BST,5600000.0,2015,,tt1772288,106.0,"Biography,Comedy,Drama",7.0,27435,,
1311,Me and Earl and the Dying Girl,FoxS,6800000.0,2015,,tt2582496,105.0,"Comedy,Drama,Romance",7.8,112627,,
1312,Amy,A24,8400000.0,2015,,tt2870648,128.0,"Biography,Documentary,Music",7.8,43814,,
1313,Shaandaar,FIP,522000.0,2015,,tt4007558,144.0,"Comedy,Drama,Romance",3.7,4229,,
1314,Bajrangi Bhaijaan,Eros,8199999.0,2015,,tt3863552,163.0,"Action,Comedy,Drama",8.0,63747,,
1315,Baahubali: The Beginning,BSC,6700000.0,2015,,tt2631186,159.0,"Action,Drama",8.1,93243,,
1316,Bajirao Mastani,Eros,6600000.0,2015,,tt3735246,158.0,"Action,Drama,History",7.2,28438,,
1317,Little Boy,ORF,6500000.0,2015,,tt1810683,106.0,"Drama,History,War",7.4,20945,,
1318,Anomalisa,Par.,3800000.0,2015,,tt2401878,90.0,"Animation,Comedy,Drama",7.3,58010,,
1319,Mr. X,FIP,45000.0,2015,,tt3848938,133.0,"Action,Crime,Sci-Fi",3.8,1515,,
1320,Dilwale,UTV,4900000.0,2015,,tt4535650,158.0,"Action,Comedy,Romance",5.2,28990,,
1321,True Story,FoxS,4700000.0,2015,,tt2273657,99.0,"Crime,Drama,Mystery",6.3,52063,,
1322,True Story,FoxS,4700000.0,2015,,tt3114786,93.0,Drama,6.6,21,,
1323,Hamari Adhuri Kahani,FIP,235000.0,2015,,tt3483612,129.0,"Drama,Romance",6.7,4643,,
1324,45 Years,IFC,4200000.0,2015,,tt3544082,91.0,"Drama,Romance",7.1,27914,,
1325,Spare Parts,LGF,3600000.0,2015,,tt3233418,114.0,Drama,7.3,9694,,
1326,By the Sea,Uni.,538000.0,2015,,tt3707106,122.0,"Drama,Romance",5.3,16206,,
1327,Sleeping with Other People,IFC,819000.0,2015,,tt3165612,101.0,"Comedy,Drama,Romance",6.5,36105,,
1328,Dil Dhadakne Do,Eros,3100000.0,2015,,tt4110568,170.0,"Comedy,Drama,Romance",6.8,12754,,
1329,Ladrones,LGF,3100000.0,2015,,tt4296800,97.0,Comedy,4.9,239,,
1330,Tanu Weds Manu Returns,Eros,3000000.0,2015,,tt2140465,128.0,"Comedy,Drama,Romance",7.7,23823,,
1331,The End of the Tour,A24,3000000.0,2015,,tt3416744,106.0,"Biography,Drama",7.3,25923,,
1332,He Named Me Malala,FoxS,2700000.0,2015,,tt3065132,88.0,Documentary,6.9,4167,,
1333,Youth,FoxS,2700000.0,2015,,tt3312830,124.0,"Comedy,Drama,Music",7.3,64418,,
1334,Youth,,2703296.0,2015,13000000.0,tt3312830,124.0,"Comedy,Drama,Music",7.3,64418,-10296704.0,-79.20541538461538
1335,Chi-Raq,RAtt.,2700000.0,2015,,tt4594834,127.0,"Comedy,Crime,Drama",5.7,8130,,
1336,Truth,SPC,2500000.0,2015,,tt3859076,125.0,"Biography,Drama,History",6.8,17075,,
1337,Mistress America,FoxS,2500000.0,2015,,tt2872462,84.0,"Comedy,Drama",6.7,22506,,
1338,Jem and the Holograms,Uni.,2200000.0,2015,,tt3614530,118.0,"Adventure,Drama,Family",4.1,6683,,
1339,Piku,Yash,1800000.0,2015,,tt3767372,123.0,"Comedy,Drama",7.6,24878,,
1340,The Vatican Tapes,LGF,1800000.0,2015,,tt1524575,91.0,"Horror,Thriller",5.0,14822,,
1341,Son of Saul,SPC,1800000.0,2015,,tt3808342,107.0,"Drama,War",7.5,39232,,
1342,Janis: Little Girl Blue,FR,410000.0,2015,,tt3707114,103.0,"Biography,Documentary,Music",7.4,4485,,
1343,The Diary of a Teenage Girl,SPC,1500000.0,2015,,tt3172532,102.0,"Comedy,Drama,Romance",6.9,27003,,
1344,The Diary of a Teenage Girl,,1477002.0,2015,2000000.0,tt3172532,102.0,"Comedy,Drama,Romance",6.9,27003,-522998.0,-26.1499
1345,Welcome Back,Eros,1400000.0,2015,,tt3159708,152.0,"Action,Comedy,Crime",4.2,5040,,
1346,The Wolfpack,Magn.,1300000.0,2015,,tt2415458,90.0,"Biography,Documentary",7.0,11069,,
